project,related_file,category,evidence_type,reason
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_038_HSH_Object1__959b678a-988e-408b-a57d-babfe21eb212__95811baa6f/Users__hassanka__Downloads__AIOS__KnowledgeBase__Raw__CompleteAcquisition_20260621__HSH_Object1__HSH_Object1__959b678a-988e-408b-a57d-babfe21eb212__95811baa6f.xlsx,knowledge_base,xlsx,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_080_property_recommendation_agent/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__property_recommendation_agent.py,property_intelligence,py,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_080_property_recommendation_agent/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__property_recommendation_agent.py,property_intelligence,py,property
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_080_property_recommendation_agent/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__property_recommendation_agent.py,property_intelligence,py,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_008_CASE-04-AREA-INTELLIGENCE-REBUILD/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__AIOS_Knowledge_Vault__case_library__CASE-04-AREA-INTELLIGENCE-REBUILD.md,property_intelligence,md,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_008_CASE-04-AREA-INTELLIGENCE-REBUILD/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__AIOS_Knowledge_Vault__case_library__CASE-04-AREA-INTELLIGENCE-REBUILD.md,property_intelligence,md,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_077_identity_feedback_verification_payload/Users__hassanka__Downloads__AIOS__proofs__evidence_led_20260623T175924Z__identity_feedback_verification_payload.json,property_intelligence,json,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_054_NOC__Developer_eNOC_freehold_transfer/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__Operations_Corpus__text__NOC__Developer_eNOC_freehold_transfer.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_054_NOC__Developer_eNOC_freehold_transfer/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__Operations_Corpus__text__NOC__Developer_eNOC_freehold_transfer.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_002_AIOS_Knowledge_Vault_Index/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__AIOS_Knowledge_Vault__indexes__AIOS_Knowledge_Vault_Index.xlsx,knowledge_base,xlsx,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_002_AIOS_Knowledge_Vault_Index/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__AIOS_Knowledge_Vault__indexes__AIOS_Knowledge_Vault_Index.xlsx,knowledge_base,xlsx,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_032_GDRFA__Issuance_of_a_visit_visa/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__Operations_Corpus__text__GDRFA__Issuance_of_a_visit_visa.txt,knowledge_base,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_032_GDRFA__Issuance_of_a_visit_visa/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__Operations_Corpus__text__GDRFA__Issuance_of_a_visit_visa.txt,knowledge_base,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_074_aios_entrypoint/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__aios_entrypoint.py,property_intelligence,py,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_074_aios_entrypoint/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__aios_entrypoint.py,property_intelligence,py,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_070_Reportage_Inventory__Sylvana Availability__cdd11f415b/Users__hassanka__Downloads__AIOS__KnowledgeBase__Raw__Reportage_Inventory__Reportage_Inventory__Sylvana Availability__cdd11f415b.xlsx,property_intelligence,xlsx,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_070_Reportage_Inventory__Sylvana Availability__cdd11f415b/Users__hassanka__Downloads__AIOS__KnowledgeBase__Raw__Reportage_Inventory__Reportage_Inventory__Sylvana Availability__cdd11f415b.xlsx,property_intelligence,xlsx,inventory
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_055_NOC__Project_NOC_for_off_plan_registration/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__Operations_Corpus__text__NOC__Project_NOC_for_off_plan_registration.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_055_NOC__Project_NOC_for_off_plan_registration/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__Operations_Corpus__text__NOC__Project_NOC_for_off_plan_registration.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_076_identity_feedback_summary_report/Users__hassanka__Downloads__AIOS__proofs__evidence_led_20260623T175924Z__identity_feedback_summary_report.md,property_intelligence,md,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_071_Reportage_Inventory__Verdana 1 Residence PROJECT__428f07ab6a/Users__hassanka__Downloads__AIOS__KnowledgeBase__Raw__Reportage_Inventory__Reportage_Inventory__Verdana 1 Residence PROJECT__428f07ab6a.xlsx,property_intelligence,xlsx,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_071_Reportage_Inventory__Verdana 1 Residence PROJECT__428f07ab6a/Users__hassanka__Downloads__AIOS__KnowledgeBase__Raw__Reportage_Inventory__Reportage_Inventory__Verdana 1 Residence PROJECT__428f07ab6a.xlsx,property_intelligence,xlsx,inventory
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_079_outcome_learning_verification_payload/Users__hassanka__Downloads__AIOS__proofs__evidence_led_20260623T175924Z__outcome_learning_verification_payload.json,validation_reporting,json,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_037_HSH_Object1__796fbdde-e69f-4e78-86a9-2fd67eb95fe9__e498504c3f/Users__hassanka__Downloads__AIOS__KnowledgeBase__Raw__CompleteAcquisition_20260621__HSH_Object1__HSH_Object1__796fbdde-e69f-4e78-86a9-2fd67eb95fe9__e498504c3f.xlsx,knowledge_base,xlsx,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_036_HSH_Object1__560cff45-bedb-4011-8704-774f0fa8b694__44fa2f752a/Users__hassanka__Downloads__AIOS__KnowledgeBase__Raw__CompleteAcquisition_20260621__HSH_Object1__HSH_Object1__560cff45-bedb-4011-8704-774f0fa8b694__44fa2f752a.xlsx,knowledge_base,xlsx,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_044_ICP__Green_Residency/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__Operations_Corpus__text__ICP__Green_Residency.txt,knowledge_base,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_044_ICP__Green_Residency/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__Operations_Corpus__text__ICP__Green_Residency.txt,knowledge_base,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_075_aios_follow_up_engine_v1/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__aios_follow_up_engine_v1.py,operating_system,py,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_075_aios_follow_up_engine_v1/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__aios_follow_up_engine_v1.py,operating_system,py,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_084_whatsapp_delivery_verification_payload/Users__hassanka__Downloads__AIOS__proofs__evidence_led_20260623T175924Z__whatsapp_delivery_verification_payload.json,property_intelligence,json,knowledge_control
WhatsApp Human Engine,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_084_whatsapp_delivery_verification_payload/Users__hassanka__Downloads__AIOS__proofs__evidence_led_20260623T175924Z__whatsapp_delivery_verification_payload.json,property_intelligence,json,whatsapp
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_006_CASE-02-PALM-JUMEIRAH-NAKHEEL-PACKAGE/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__AIOS_Knowledge_Vault__case_library__CASE-02-PALM-JUMEIRAH-NAKHEEL-PACKAGE.md,nakheel_design_approval,md,knowledge_control
Nakheel PJ-P-VP-018,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_006_CASE-02-PALM-JUMEIRAH-NAKHEEL-PACKAGE/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__AIOS_Knowledge_Vault__case_library__CASE-02-PALM-JUMEIRAH-NAKHEEL-PACKAGE.md,nakheel_design_approval,md,nakheel
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_006_CASE-02-PALM-JUMEIRAH-NAKHEEL-PACKAGE/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__AIOS_Knowledge_Vault__case_library__CASE-02-PALM-JUMEIRAH-NAKHEEL-PACKAGE.md,nakheel_design_approval,md,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_053_Mortgages__Sale_associated_with_initial_mortgage/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__Operations_Corpus__text__Mortgages__Sale_associated_with_initial_mortgage.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_053_Mortgages__Sale_associated_with_initial_mortgage/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__Operations_Corpus__text__Mortgages__Sale_associated_with_initial_mortgage.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_064_Reportage_Inventory__ARABIAN RANCHES SEA BREEZE PROJECT__97471e39a0/Users__hassanka__Downloads__AIOS__KnowledgeBase__Raw__Reportage_Inventory__Reportage_Inventory__ARABIAN RANCHES SEA BREEZE PROJECT__97471e39a0.xlsx,property_intelligence,xlsx,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_064_Reportage_Inventory__ARABIAN RANCHES SEA BREEZE PROJECT__97471e39a0/Users__hassanka__Downloads__AIOS__KnowledgeBase__Raw__Reportage_Inventory__Reportage_Inventory__ARABIAN RANCHES SEA BREEZE PROJECT__97471e39a0.xlsx,property_intelligence,xlsx,inventory
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_009_CASE-05-KNOWLEDGE-CORPUS-BUILD/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__AIOS_Knowledge_Vault__case_library__CASE-05-KNOWLEDGE-CORPUS-BUILD.md,knowledge_base,md,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_009_CASE-05-KNOWLEDGE-CORPUS-BUILD/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__AIOS_Knowledge_Vault__case_library__CASE-05-KNOWLEDGE-CORPUS-BUILD.md,knowledge_base,md,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_029_DLD__Transfer_Registration_Fees_Between_Properties/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__Operations_Corpus__text__DLD__Transfer_Registration_Fees_Between_Properties.txt,property_intelligence,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_029_DLD__Transfer_Registration_Fees_Between_Properties/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__Operations_Corpus__text__DLD__Transfer_Registration_Fees_Between_Properties.txt,property_intelligence,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_010_CASE-06-PROPERTY-MASTER-DATABASE/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__AIOS_Knowledge_Vault__case_library__CASE-06-PROPERTY-MASTER-DATABASE.md,property_intelligence,md,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_010_CASE-06-PROPERTY-MASTER-DATABASE/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__AIOS_Knowledge_Vault__case_library__CASE-06-PROPERTY-MASTER-DATABASE.md,property_intelligence,md,property
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_010_CASE-06-PROPERTY-MASTER-DATABASE/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__AIOS_Knowledge_Vault__case_library__CASE-06-PROPERTY-MASTER-DATABASE.md,property_intelligence,md,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_041_HSH_Object1__c75a4a95-8a72-4b3a-bcea-32c7aac38024__b5bf281258/Users__hassanka__Downloads__AIOS__KnowledgeBase__Raw__CompleteAcquisition_20260621__HSH_Object1__HSH_Object1__c75a4a95-8a72-4b3a-bcea-32c7aac38024__b5bf281258.xlsx,knowledge_base,xlsx,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_027_DLD__Real_Estate_Activity_License_Trakheesi/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__Operations_Corpus__text__DLD__Real_Estate_Activity_License_Trakheesi.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_027_DLD__Real_Estate_Activity_License_Trakheesi/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__Operations_Corpus__text__DLD__Real_Estate_Activity_License_Trakheesi.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_011_CASE_LIBRARY/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__AIOS_Knowledge_Vault__category_playbooks__CASE_LIBRARY.md,nakheel_design_approval,md,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_011_CASE_LIBRARY/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__AIOS_Knowledge_Vault__category_playbooks__CASE_LIBRARY.md,nakheel_design_approval,md,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_058_OPERATIONS_KNOWLEDGE/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__AIOS_Knowledge_Vault__category_playbooks__OPERATIONS_KNOWLEDGE.md,whatsapp_human_engine,md,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_058_OPERATIONS_KNOWLEDGE/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__AIOS_Knowledge_Vault__category_playbooks__OPERATIONS_KNOWLEDGE.md,whatsapp_human_engine,md,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_059_PROPERTY_KNOWLEDGE/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__AIOS_Knowledge_Vault__category_playbooks__PROPERTY_KNOWLEDGE.md,property_intelligence,md,knowledge_control
Property Intelligence,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_059_PROPERTY_KNOWLEDGE/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__AIOS_Knowledge_Vault__category_playbooks__PROPERTY_KNOWLEDGE.md,property_intelligence,md,property
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_059_PROPERTY_KNOWLEDGE/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__AIOS_Knowledge_Vault__category_playbooks__PROPERTY_KNOWLEDGE.md,property_intelligence,md,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_019_DLD__Electronic_No_Objection_Certification_eNOC/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__Operations_Corpus__text__DLD__Electronic_No_Objection_Certification_eNOC.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_019_DLD__Electronic_No_Objection_Certification_eNOC/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__Operations_Corpus__text__DLD__Electronic_No_Objection_Certification_eNOC.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_004_AIOS_Time_Saved_Report/Users__hassanka__Downloads__AIOS__KnowledgeBase__outputs__daily_aios_time_saved__AIOS_Time_Saved_Report.xlsx,validation_reporting,xlsx,knowledge_control
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_031_GDRFA__Issuance_of_a_Visa/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__Operations_Corpus__text__GDRFA__Issuance_of_a_Visa.txt,knowledge_base,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_031_GDRFA__Issuance_of_a_Visa/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__Operations_Corpus__text__GDRFA__Issuance_of_a_Visa.txt,knowledge_base,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_023_DLD__Project_Registration_Oqood/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__Operations_Corpus__text__DLD__Project_Registration_Oqood.txt,validation_reporting,txt,knowledge_control
AIOS Runtime,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_023_DLD__Project_Registration_Oqood/Users__hassanka__Downloads__AIOS__deployment__hosted-backend__AIOS__KnowledgeBase__Operations_Corpus__text__DLD__Project_Registration_Oqood.txt,validation_reporting,txt,deployment
AIOS Knowledge Control,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_034_HSH_Object1__2556cb9f-0ebc-435f-b39e-31d3b5caa0ab__7f6e6a6f90/Users__hassanka__Downloads__AIOS__KnowledgeBase__Raw__CompleteAcquisition_20260621__HSH_Object1__HSH_Object1__2556cb9f-0ebc-435f-b39e-31d3b5caa0ab__7f6e6a6f90.xlsx,knowledge_base,xlsx,knowledge_control
